id,prompt,answer,family,subfamily,answer_type,parse_ok,parse_confidence,num_examples,query_raw,group_signature,hard_score,risk_bin,prompt_len_chars,prompt_len_words,answer_len,contains_right_brace,contains_backslash,contains_backtick,is_public_test_overlap,special_chars,query_value_float,estimated_g,estimated_ratio,roman_query_value,bit_query_binary,fit_family,query_hamming_bin,g_bin,answer_decimal_style,ratio_bin,query_bin,near_round_boundary,answer_word_count,token_len_signature,char_overlap_bin,rare_token_flag,unique_char_ratio,token_length_pattern_rare,query_charset_rarity,boxed_safe,template_main,template_main_label,template_subtype,teacher_solver_candidate,auto_solver_predicted_answer,auto_solver_match,verified_trace_ready,example_consistency_ok,selection_tier,audit_priority_score,audit_reasons,analysis_notes,family_analysis_json,suspect_label,bit_simple_family,bit_candidate_signature,bit_independent_unique,bit_bijection_unique,bit_bijection_solution_count,bit_boolean2_unique,bit_boolean3_unique,bit_boolean4_unique,bit_affine_unique,bit_byte_transform_unique,bit_no_candidate_positions,bit_multi_candidate_positions,bit_byte_transform_names,bit_hybrid_consensus_ready,bit_hybrid_consensus_varset,bit_hybrid_consensus_match_count,bit_hybrid_consensus_prediction_count,bit_structured_formula_name,bit_structured_formula_prediction,bit_structured_formula_names,bit_structured_formula_predictions,bit_structured_formula_matches_gold,bit_structured_formula_match_count,bit_structured_formula_prediction_count,bit_structured_formula_safe_support,bit_structured_formula_safe,bit_not_structured_formula_name,bit_not_structured_formula_prediction,bit_not_structured_formula_names,bit_not_structured_formula_predictions,bit_not_structured_formula_matches_gold,bit_not_structured_formula_match_count,bit_not_structured_formula_prediction_count,bit_not_structured_formula_safe_support,bit_not_structured_formula_safe,text_wordmap_predicted_answer,text_unknown_char_count,text_unknown_chars,text_answer_completion_new_pair_count,text_answer_completion_pairs,symbol_query_operator,symbol_same_operator_example_count,symbol_numeric_formula_name,symbol_numeric_candidate_prediction_count,glyph_multiset_possible,glyph_order_acyclic,bit_structured_formula_abstract_family,bit_structured_formula_abstract_support,bit_structured_formula_abstract_error_rows,bit_structured_formula_abstract_distinct_exact,bit_structured_formula_abstract_safe,answer_only_ready,bit_not_structured_formula_abstract_family,bit_not_structured_formula_abstract_support,bit_not_structured_formula_abstract_error_rows,bit_not_structured_formula_abstract_distinct_exact,bit_not_structured_formula_abstract_safe
2d74e088,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
00001110 -> 10000011
11111000 -> 00111100
10000100 -> 00000000
11001100 -> 00100010
00000000 -> 00000000
10011000 -> 00000100
10001000 -> 00000000

Now, determine the output for: 10111010",10001100,bit_manipulation,unknown,binary8,True,0.99,7,10111010,unknown__ex7__qhwmid,3.0,risk_low,447,65,8,False,False,False,False,"',-.:>",186.0,,,,10111010,unknown,mid,,0,unknown,18.0,False,1,8,high,True,0.25,True,low,True,bit_manipulation,binary,bit_other,,10011101,False,False,False,exclude_suspect,15.5,bit_no_candidate|bit_independent_ambiguous|bit_bijection_ambiguous|bit_boolean2_ambiguous|bit_boolean3_ambiguous|bit_affine_answer_mismatch|bit_byte_transform_ambiguous|bit_hybrid_consensus_ambiguous|bit_affine_low_gap_mismatch,bit_affine_low_gap_mismatch,"{""affine_free_var_counts"": [2, 2, 2, 2, 2, 2, 2, 2], ""affine_low_gap_mismatch"": true, ""bijection_answer_count"": 0, ""bijection_search_explored"": 0, ""boolean2_support_counts"": [40], ""boolean2_value_counts"": [2], ""boolean3_support_counts"": [105], ""boolean3_value_counts"": [2], ""boolean4_support_counts"": [], ""boolean4_value_counts"": [], ""byte_transform_names"": [], ""example_count"": 7, ""hybrid_consensus_match_count"": 6, ""hybrid_consensus_missing_position"": 7, ""hybrid_consensus_prediction_count"": 2, ""hybrid_consensus_sample_matches"": [""and(i5,i6)"", ""nor(i5^,i6^)"", ""xor3(i2,i3,i7)"", ""maj(i2,i6,i7)"", ""maj(i5,i6,i7)"", ""maj(i5,i6,i8)""], ""hybrid_consensus_varset"": """", ""independent_choice_counts"": [], ""multi_candidate_positions"": 0, ""no_candidate_positions"": 1, ""not_structured_formula_match_count"": 5, ""not_structured_formula_name"": """", ""not_structured_formula_prediction"": """", ""not_structured_formula_prediction_count"": 2, ""not_structured_formula_sample_matches"": [""choose(not(ror1),shl6,ror2)"", ""choose(not(ror1),shl6,shr2)"", ""choose(not(shr1),shl6,shr2)"", ""majority(ror1,ror2,shl5)"", ""majority(ror2,shl5,shr1)""], ""simple_family"": ""unknown"", ""structured_formula_match_count"": 5, ""structured_formula_name"": """", ""structured_formula_prediction"": """", ""structured_formula_prediction_count"": 2, ""structured_formula_sample_matches"": [""choose(ror1,ror2,shl6)"", ""choose(ror1,shr2,shl6)"", ""choose(shr1,shr2,shl6)"", ""majority(ror1,ror2,shl5)"", ""majority(ror2,shl5,shr1)""]}",True,unknown,o1=[i7] o2=[i8] o3=[i2] o4=[i3] o5=[i3] o6=[i4] o7=[none] o8=[i7],False,False,0,False,False,False,True,False,1,0,,False,,6,2,,,"choose(ror1,ror2,shl6)|choose(ror1,shr2,shl6)|choose(shr1,shr2,shl6)|majority(ror1,ror2,shl5)|majority(ror2,shl5,shr1)",01001100|10001100,False,5,2,0,False,,,"choose(not(ror1),shl6,ror2)|choose(not(ror1),shl6,shr2)|choose(not(shr1),shl6,shr2)|majority(ror1,ror2,shl5)|majority(ror2,shl5,shr1)",01001100|10001100,False,5,2,0,False,,0,,0,,,0,,0,False,False,,0,0,0,False,,,0,0,0,False
fee5976e,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
01101101 -> 01011011
01011100 -> 00010111
11000110 -> 10110001
01100111 -> 11011001
01011111 -> 11010111
00000111 -> 11000001
00011111 -> 11000111

Now, determine the output for: 10000011",11100001,bit_manipulation,unknown,binary8,True,0.99,7,10000011,unknown__ex7__qhwmid,3.0,risk_mid,447,65,8,False,False,False,False,"',-.:>",131.0,,,,10000011,unknown,mid,,0,unknown,13.0,False,1,8,high,True,0.25,True,low,True,bit_manipulation,binary,bit_permutation_inversion,,11100000,False,False,True,exclude_suspect,14.0,bit_boolean2_ambiguous|bit_boolean3_ambiguous|bit_affine_ambiguous|bit_byte_transform_ambiguous|bit_hybrid_consensus_ambiguous|bit_answer_mismatch,bit_audit_needed,"{""affine_free_var_counts"": [2], ""affine_low_gap_mismatch"": false, ""bijection_answer_count"": 1, ""bijection_search_explored"": 1, ""boolean2_support_counts"": [30], ""boolean2_value_counts"": [2], ""boolean3_support_counts"": [82], ""boolean3_value_counts"": [2], ""boolean4_support_counts"": [], ""boolean4_value_counts"": [], ""byte_transform_names"": [], ""example_count"": 7, ""hybrid_consensus_match_count"": 0, ""hybrid_consensus_missing_position"": 0, ""hybrid_consensus_prediction_count"": 0, ""hybrid_consensus_sample_matches"": [], ""hybrid_consensus_varset"": """", ""independent_choice_counts"": [1, 1, 1, 1, 1, 1, 1, 1], ""multi_candidate_positions"": 0, ""no_candidate_positions"": 0, ""not_structured_formula_match_count"": 10, ""not_structured_formula_name"": """", ""not_structured_formula_prediction"": """", ""not_structured_formula_prediction_count"": 4, ""not_structured_formula_sample_matches"": [""choose(not(shl5),ror2,shl6)"", ""choose(not(shl6),ror2,not(shr1))"", ""choose(not(shr7),ror2,not(nibble_swap))"", ""choose(not(shr7),ror2,not(rol3))"", ""choose(not(shr7),ror2,not(ror3))"", ""choose(not(shr7),ror2,not(x))"", ""choose(not(shr7),ror2,rol2)"", ""choose(not(shr7),ror2,ror1)""], ""simple_family"": ""unknown"", ""structured_formula_match_count"": 6, ""structured_formula_name"": """", ""structured_formula_prediction"": """", ""structured_formula_prediction_count"": 4, ""structured_formula_sample_matches"": [""choose(shl5,shl6,ror2)"", ""choose(shr1,shr2,ror2)"", ""choose(shr7,rol2,ror2)"", ""choose(shr7,ror1,ror2)"", ""or(ror2,shr7)"", ""ror2""]}",True,unknown,o1=[i7] o2=[i8] o3=[i1] o4=[i2] o5=[i3] o6=[i4] o7=[i5] o8=[i6],True,True,1,False,False,False,False,False,0,0,,False,,0,0,,,"choose(shl5,shl6,ror2)|choose(shr1,shr2,ror2)|choose(shr7,rol2,ror2)|choose(shr7,ror1,ror2)|or(ror2,shr7)|ror2",10100000|11000000|11100000|11100001,False,6,4,0,False,,,"choose(not(shl5),ror2,shl6)|choose(not(shl6),ror2,not(shr1))|choose(not(shr7),ror2,not(nibble_swap))|choose(not(shr7),ror2,not(rol3))|choose(not(shr7),ror2,not(ror3))|choose(not(shr7),ror2,not(x))|choose(not(shr7),ror2,rol2)|choose(not(shr7),ror2,ror1)|or(ror2,shr7)|ror2",10100000|11000000|11100000|11100001,False,10,4,0,False,,0,,0,,,0,,0,False,False,,0,0,0,False,,,0,0,0,False
6abc8047,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
01111110 -> 00111111
11110010 -> 01111001
10100000 -> 01010000
10000110 -> 01000011
10011010 -> 01001101
01100010 -> 00110001
11100000 -> 01110000
10101111 -> 11010111

Now, determine the output for: 01010011",00101001,bit_manipulation,rrot,binary8,True,0.99,8,01010011,rrot__ex8__qhwmid,1.0,risk_low,468,68,8,False,False,False,False,"',-.:>",83.0,,,,01010011,rrot,mid,,0,unknown,8.0,False,1,8,high,True,0.25,True,low,True,bit_manipulation,binary,bit_permutation_inversion,,10101001,False,False,True,exclude_suspect,11.5,bit_boolean2_ambiguous|bit_boolean3_ambiguous|bit_affine_ambiguous|bit_hybrid_consensus_ambiguous|bit_answer_mismatch,bit_audit_needed,"{""affine_free_var_counts"": [2], ""affine_low_gap_mismatch"": false, ""bijection_answer_count"": 1, ""bijection_search_explored"": 1, ""boolean2_support_counts"": [34], ""boolean2_value_counts"": [2], ""boolean3_support_counts"": [67], ""boolean3_value_counts"": [2], ""boolean4_support_counts"": [], ""boolean4_value_counts"": [], ""byte_transform_names"": [""rrot""], ""example_count"": 8, ""hybrid_consensus_match_count"": 0, ""hybrid_consensus_missing_position"": 0, ""hybrid_consensus_prediction_count"": 0, ""hybrid_consensus_sample_matches"": [], ""hybrid_consensus_varset"": """", ""independent_choice_counts"": [1, 1, 1, 1, 1, 1, 1, 1], ""multi_candidate_positions"": 0, ""no_candidate_positions"": 0, ""not_structured_formula_match_count"": 10, ""not_structured_formula_name"": """", ""not_structured_formula_prediction"": """", ""not_structured_formula_prediction_count"": 3, ""not_structured_formula_sample_matches"": [""choose(nibble_swap,ror1,shr1)"", ""choose(not(rol1),ror1,shr1)"", ""choose(not(rol2),shr1,ror1)"", ""choose(not(rol3),ror1,shr1)"", ""choose(not(ror2),shr1,ror1)"", ""choose(not(ror3),shr1,ror1)"", ""choose(not(shl6),ror1,reverse)"", ""choose(not(shl6),shr1,reverse)""], ""simple_family"": ""rrot"", ""structured_formula_match_count"": 10, ""structured_formula_name"": """", ""structured_formula_prediction"": """", ""structured_formula_prediction_count"": 3, ""structured_formula_sample_matches"": [""choose(nibble_swap,ror1,shr1)"", ""choose(rol1,shr1,ror1)"", ""choose(rol2,ror1,shr1)"", ""choose(rol3,shr1,ror1)"", ""choose(ror2,ror1,shr1)"", ""choose(ror3,ror1,shr1)"", ""choose(shl6,reverse,ror1)"", ""choose(shl6,reverse,shr1)""]}",True,rrot,o1=[i8] o2=[i1] o3=[i2] o4=[i3] o5=[i4] o6=[i5] o7=[i6] o8=[i7],True,True,1,False,False,False,False,True,0,0,rrot,False,,0,0,,,"choose(nibble_swap,ror1,shr1)|choose(rol1,shr1,ror1)|choose(rol2,ror1,shr1)|choose(rol3,shr1,ror1)|choose(ror2,ror1,shr1)|choose(ror3,ror1,shr1)|choose(shl6,reverse,ror1)|choose(shl6,reverse,shr1)|choose(shl7,x,ror1)|ror1",00101001|10101001|11101001,False,10,3,0,False,,,"choose(nibble_swap,ror1,shr1)|choose(not(rol1),ror1,shr1)|choose(not(rol2),shr1,ror1)|choose(not(rol3),ror1,shr1)|choose(not(ror2),shr1,ror1)|choose(not(ror3),shr1,ror1)|choose(not(shl6),ror1,reverse)|choose(not(shl6),shr1,reverse)|choose(not(shl7),ror1,x)|ror1",00101001|10101001|11101001,False,10,3,0,False,,0,,0,,,0,,0,False,False,,0,0,0,False,,,0,0,0,False
82d937aa,"In Alice's Wonderland, a secret bit manipulation rule transforms 8-bit binary numbers. The transformation involves operations like bit shifts, rotations, XOR, AND, OR, NOT, and possibly majority or choice functions.

Here are some examples of input -> output:
11111010 -> 01111101
10101010 -> 01010101
00010010 -> 00001001
00000110 -> 00000011
01011110 -> 00101111
01000110 -> 00100011
01010110 -> 00101011
11001011 -> 11100101

Now, determine the output for: 11110101",11111011,bit_manipulation,rrot,binary8,True,0.99,8,11110101,rrot__ex8__qhwhigh,1.0,risk_low,468,68,8,False,False,False,False,"',-.:>",245.0,,,,11110101,rrot,high,,0,unknown,24.0,False,1,8,high,True,0.25,True,low,True,bit_manipulation,binary,bit_permutation_inversion,,11111010,False,False,True,exclude_suspect,11.5,bit_boolean2_ambiguous|bit_boolean3_ambiguous|bit_affine_ambiguous|bit_hybrid_consensus_ambiguous|bit_answer_mismatch,bit_audit_needed,"{""affine_free_var_counts"": [2], ""affine_low_gap_mismatch"": false, ""bijection_answer_count"": 1, ""bijection_search_explored"": 1, ""boolean2_support_counts"": [40], ""boolean2_value_counts"": [2], ""boolean3_support_counts"": [80], ""boolean3_value_counts"": [2], ""boolean4_support_counts"": [], ""boolean4_value_counts"": [], ""byte_transform_names"": [""rrot""], ""example_count"": 8, ""hybrid_consensus_match_count"": 0, ""hybrid_consensus_missing_position"": 0, ""hybrid_consensus_prediction_count"": 0, ""hybrid_consensus_sample_matches"": [], ""hybrid_consensus_varset"": """", ""independent_choice_counts"": [1, 1, 1, 1, 1, 1, 1, 1], ""multi_candidate_positions"": 0, ""no_candidate_positions"": 0, ""not_structured_formula_match_count"": 13, ""not_structured_formula_name"": """", ""not_structured_formula_prediction"": """", ""not_structured_formula_prediction_count"": 5, ""not_structured_formula_sample_matches"": [""choose(nibble_swap,ror1,shr1)"", ""choose(not(rol1),shr1,ror1)"", ""choose(not(rol2),ror1,shr1)"", ""choose(not(rol3),ror1,shr1)"", ""choose(not(ror2),shr1,ror1)"", ""choose(not(ror3),ror1,shr1)"", ""choose(not(shl6),ror1,reverse)"", ""choose(not(shl6),shr1,reverse)""], ""simple_family"": ""rrot"", ""structured_formula_match_count"": 12, ""structured_formula_name"": """", ""structured_formula_prediction"": """", ""structured_formula_prediction_count"": 5, ""structured_formula_sample_matches"": [""choose(nibble_swap,ror1,shr1)"", ""choose(rol1,ror1,shr1)"", ""choose(rol2,shr1,ror1)"", ""choose(rol3,shr1,ror1)"", ""choose(ror2,ror1,shr1)"", ""choose(ror3,shr1,ror1)"", ""choose(shl6,reverse,ror1)"", ""choose(shl6,reverse,shr1)""]}",True,rrot,o1=[i8] o2=[i1] o3=[i2] o4=[i3] o5=[i4] o6=[i5] o7=[i6] o8=[i7],True,True,1,False,False,False,False,True,0,0,rrot,False,,0,0,,,"choose(nibble_swap,ror1,shr1)|choose(rol1,ror1,shr1)|choose(rol2,shr1,ror1)|choose(rol3,shr1,ror1)|choose(ror2,ror1,shr1)|choose(ror3,shr1,ror1)|choose(shl6,reverse,ror1)|choose(shl6,reverse,shr1)|choose(shl7,x,ror1)|choose(shr7,ror3,ror1)|or(ror1,shr7)|ror1",00111010|01111010|10111010|11111010|11111011,False,12,5,0,False,,,"choose(nibble_swap,ror1,shr1)|choose(not(rol1),shr1,ror1)|choose(not(rol2),ror1,shr1)|choose(not(rol3),ror1,shr1)|choose(not(ror2),shr1,ror1)|choose(not(ror3),ror1,shr1)|choose(not(shl6),ror1,reverse)|choose(not(shl6),shr1,reverse)|choose(not(shl7),ror1,x)|choose(not(shr7),ror1,not(ror2))|choose(not(shr7),ror1,ror3)|or(ror1,shr7)|ror1",00111010|01111010|10111010|11111010|11111011,False,13,5,0,False,,0,,0,,,0,,0,False,False,,0,0,0,False,,,0,0,0,False
937c06c5,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
85:17 = 102
47]72 = 25
62'71 = 6271
10]99 = 9
94:71 = 165
Now, determine the result for: 18]17",1,symbol_equation,equation_transduction,numeric,True,0.94,5,18]17,atypenumeric__alen1__risksafe,3.0,risk_mid,205,39,1,False,False,False,False,"',.:=]",,,,,,,unknown,,0,unknown,,False,1,1,mid,False,1.0,False,low,True,symbol_equation,symbol,numeric_2x2,,17,False,False,True,exclude_suspect,12.0,symbol_numeric_formula_unverified|symbol_numeric_formula_mismatch,symbol_audit_needed,"{""candidate_prediction_count"": 1, ""example_count"": 5, ""format_name"": ""plain"", ""formula_name"": ""y_mod_x"", ""low_shot"": false, ""query_operator"": ""]"", ""same_operator_example_count"": 2, ""subtype"": ""numeric_2x2""}",True,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,],2,y_mod_x,1,False,False,,0,0,0,False,,,0,0,0,False
9461b22b,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
36)32 = 4
33{82 = 2705
79)80 = 1
Now, determine the result for: 83)40",3,symbol_equation,equation_transduction,numeric,True,0.94,3,83)40,atypenumeric__alen1__risksafe,2.0,risk_mid,180,33,1,False,False,False,False,"'),.:={",,,,,,,unknown,,0,unknown,,False,1,1,mid,False,1.0,False,low,True,symbol_equation,symbol,numeric_2x2,,43,False,False,True,exclude_suspect,11.0,symbol_numeric_formula_unverified|symbol_numeric_formula_mismatch,symbol_audit_needed,"{""candidate_prediction_count"": 1, ""example_count"": 3, ""format_name"": ""abs_plain"", ""formula_name"": ""x_minus_y"", ""low_shot"": false, ""query_operator"": "")"", ""same_operator_example_count"": 2, ""subtype"": ""numeric_2x2""}",True,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,),2,x_minus_y,1,False,False,,0,0,0,False,,,0,0,0,False
9a9f6025,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
44-28 = -83
56-18 = -61
53*21 = 2153
41+68 = 001
29+56 = 751
Now, determine the result for: 03-59",-56,symbol_equation,equation_transduction,numeric,True,0.94,5,03-59,atypenumeric__alen3__risksafe,2.0,risk_mid,208,39,3,False,False,False,False,"'*+,-.:=",,,,,,,unknown,,0,unknown,,False,1,3,mid,False,1.0,False,low,True,symbol_equation,symbol,numeric_2x2,,-43,False,False,True,exclude_suspect,11.0,symbol_numeric_formula_unverified|symbol_numeric_formula_mismatch,symbol_audit_needed,"{""candidate_prediction_count"": 1, ""example_count"": 5, ""format_name"": ""prefix_abs_zpad2"", ""formula_name"": ""comp99_abs_diff_2d"", ""low_shot"": false, ""query_operator"": ""-"", ""same_operator_example_count"": 2, ""subtype"": ""numeric_2x2""}",True,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,-,2,comp99_abs_diff_2d,1,False,False,,0,0,0,False,,,0,0,0,False
10d7bd1b,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
02+39 = 311
38-25 = 13
43-96 = -53
Now, determine the result for: 59-81",77,symbol_equation,equation_transduction,numeric,True,0.94,3,59-81,atypenumeric__alen2__risksafe,1.0,risk_low,182,33,2,False,False,False,False,"'+,-.:=",,,,,,,unknown,,0,unknown,,False,1,2,low,False,0.5,False,low,True,symbol_equation,symbol,numeric_2x2,,-22,False,False,True,exclude_suspect,10.0,symbol_numeric_formula_unverified|symbol_numeric_formula_mismatch,symbol_audit_needed,"{""candidate_prediction_count"": 1, ""example_count"": 3, ""format_name"": ""plain"", ""formula_name"": ""x_minus_y"", ""low_shot"": false, ""query_operator"": ""-"", ""same_operator_example_count"": 2, ""subtype"": ""numeric_2x2""}",True,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,-,2,x_minus_y,1,False,False,,0,0,0,False,,,0,0,0,False
2aeb5265,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
61-76 = 15
28+64 = 721
89-36 = 53
Now, determine the result for: 28-52",75,symbol_equation,equation_transduction,numeric,True,0.94,3,28-52,atypenumeric__alen2__risksafe,1.0,risk_low,181,33,2,False,False,False,False,"'+,-.:=",,,,,,,unknown,,0,unknown,,False,1,2,mid,False,1.0,False,low,True,symbol_equation,symbol,numeric_2x2,,24,False,False,True,exclude_suspect,10.0,symbol_numeric_formula_unverified|symbol_numeric_formula_mismatch,symbol_audit_needed,"{""candidate_prediction_count"": 1, ""example_count"": 3, ""format_name"": ""string_template"", ""formula_name"": ""abs_diff_2d"", ""low_shot"": false, ""query_operator"": ""-"", ""same_operator_example_count"": 2, ""subtype"": ""numeric_2x2""}",True,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,-,2,abs_diff_2d,1,False,False,,0,0,0,False,,,0,0,0,False
4aabfc3b,"In Alice's Wonderland, a secret set of transformation rules is applied to equations. Below are a few examples:
03*61 = 64
05*84 = 89
27""97 = 8865
Now, determine the result for: 31*85",17,symbol_equation,equation_transduction,numeric,True,0.94,3,31*85,atypenumeric__alen2__risksafe,1.0,risk_low,182,33,2,False,False,False,False,"""'*,.:=",,,,,,,unknown,,0,unknown,,False,1,2,low,False,1.0,False,low,True,symbol_equation,symbol,numeric_2x2,,116,False,False,True,exclude_suspect,10.0,symbol_numeric_formula_unverified|symbol_numeric_formula_mismatch,symbol_audit_needed,"{""candidate_prediction_count"": 1, ""example_count"": 3, ""format_name"": ""plain"", ""formula_name"": ""x_plus_y"", ""low_shot"": false, ""query_operator"": ""*"", ""same_operator_example_count"": 2, ""subtype"": ""numeric_2x2""}",True,,,False,False,0,False,False,False,False,False,0,0,,False,,0,0,,,,,False,0,0,0,False,,,,,False,0,0,0,False,,0,,0,,*,2,x_plus_y,1,False,False,,0,0,0,False,,,0,0,0,False
